id,Crop,Commodity,Province,Region,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
1137,Banana - Lakatan,Fruit Crops,Palawan,MIMAROPA REGION,580.3,587.2,572.84,546.3,632.54,605.37,627.25,595.3,722.65,633.25,665.1,687.28,775.84,621.1,763.48,985.29,825.12,728.74,812.55,1031.35,893.45,812.25,832.15,1052.16,891.25,810.53,819.56,1048.72,1018.69,821.36,842.16,1055.32,1019.38,831.54,852.21,1062.24,1034.28,785.51,855.39,1093,1070.21,828.35,867.19,1152.68,1403,854.26,802.13,575.07,609.52,570.3,642.59,536.18
1138,Banana - Lakatan,Fruit Crops,Pampanga,REGION III (CENTRAL LUZON),200,302,228,120,185,290,225,117,186,270,220,118,180,266,222,105,170,252,225,106,176,250,224,105,178,285.63,225,106.16,180,360.23,240,110,181,362,239,112,182,365,248.56,120,182,362,263.29,118,180,360,261.36,117,179,363.84,259.57,116
1139,Banana - Lakatan,Fruit Crops,Pangasinan,REGION I (ILOCOS REGION),97.57,69.31,12.87,177.32,106.06,77.4,13.26,159.59,111.36,81.27,14.7,163.32,102.18,77.61,15.1,166.67,89.35,73.63,15.85,159.78,80.42,69.21,15.06,140.5,71.72,64.23,14.61,120,60.7,63,14.35,118.5,60,61,10,50.03,59.31,58.35,9.5,40.9,58,57.5,8.99,39,57.1,53,8.9,37.9,50.64,48.11,7.82,36
1140,Banana - Lakatan,Fruit Crops,Quezon,REGION IV-A (CALABARZON),150,619.53,535.16,80.05,159,551.44,550.36,81.13,161.1,599.3,570.61,93.06,153.62,613.98,604.96,96.92,146.44,567.13,574.96,95.82,122.56,531.91,566.39,106.4,126.32,589.89,585.99,122.14,102.88,672.83,652.5,113.15,89.59,709.63,734.06,118.56,83.69,666.98,692.81,116.54,60.48,639.19,656.17,105.01,57.59,609.6,655.83,114.41,55.54,641.96,620.06,109.74
1141,Banana - Lakatan,Fruit Crops,Quirino,REGION II (CAGAYAN VALLEY),1706,2431,2650,2250,1535,2184.74,2002,350,155,625,1100,850,1500,1850,1400,565,1150,1875,1925,1935,1493.16,2875,2150,1209,230,2470,1926.4,1546,186.48,3016.86,2038,2113.48,636.55,3095.6,2131,1470,274.54,2016.16,1881,1359.15,324.09,2425.92,2463.79,1774.56,286.88,2242.54,2776.54,2373.19,311.39,2303.67,2952.22,2453.64
1142,Banana - Lakatan,Fruit Crops,Rizal,REGION IV-A (CALABARZON),18.4,84.6,126.38,85.4,19,87,128,88,20,89,127,90,22,92,150,98,24,90,145,96,23,85,155,94,22.04,83.5,150,108.77,23.06,87.06,180.51,119.23,24.95,77.39,177.22,125.19,25.74,81.24,132.92,141.24,20.59,71.86,120.17,132.24,19.79,64.68,115.54,143.22,21.66,67.85,111.62,149.45
1143,Banana - Lakatan,Fruit Crops,Romblon,MIMAROPA REGION,155.61,26.57,25.62,82.74,161.41,27.26,26.14,85.6,165.61,29.08,27.2,89.16,171.62,31.04,27.59,73.33,147.73,29.07,27.13,72.17,145.53,27.8,27.57,75.14,131.86,22.77,27.02,75.33,132.78,21.01,27.87,77.57,137.45,21.2,28.53,79.96,138.68,20.43,27.05,60.97,75.13,17.93,25.03,50.67,67.56,19.78,26.06,62.96,79.32,21.25,26.57,57.44
1144,Banana - Lakatan,Fruit Crops,Samar,REGION VIII (EASTERN VISAYAS),1200,918,1085,725,1195,917.9,1084,724,1205,920,1083,723.8,1256,933,1083.5,425,1010,885,1080,325,1325,910,1095,400,1350,837,1100,416,1375,903.95,1200,422,1410,925,1228,431,1222.05,897,1403.48,482,1317.98,908.12,1381.87,545.48,1464.2,908.4,1529.73,575.48,1503.88,1070.91,1778.16,786.91
1145,Banana - Lakatan,Fruit Crops,Sarangani,REGION XII (SOCCSKSARGEN),2765,3565,3013,2975,3251,3830,3705,3741,3407,4211,4611,4523,4120,4255,4902,4948,4980,4280,4980,4975,4956,3910,4905,4983,3700,3878,4880,4990,3780,3990,4960,5050,3820,4880,4980,5135,3680,4750,4920,5190,3690,4890,4354.94,5563,3710,4590,4305,5753,4103,4175,4025,5825
1146,Banana - Lakatan,Fruit Crops,Siquijor,REGION VII (CENTRAL VISAYAS),36.38,21.34,23.76,24.91,36.7,31.8,25.85,27.38,38.45,33.31,24.93,24.66,24.68,32.93,22.23,22.54,30.94,39.89,29.87,30.28,32.5,38.64,27.39,27.64,30.1,17.53,19.6,20.4,31.78,18.9,22.1,24.25,34.05,22,20.89,23.04,32.15,19.54,19.5,21.7,30.32,18.32,20.85,24.25,33.8,20.4,21.92,26,29.46,18.11,17.4,33.02
1147,Banana - Lakatan,Fruit Crops,Sorsogon,REGION V (BICOL REGION),61.11,93.66,169.56,131.33,64.17,84.29,189.91,137.9,65.45,86.82,212.7,148.93,67.41,97.24,229.72,160.84,68.76,100.16,172.29,125.45,61.88,105.17,189.52,138,50.74,84.14,174.36,140.76,54.8,92.55,181.33,146.39,56.44,97.18,186.77,150.78,57.56,99.12,187.7,128.16,43.17,94.34,150.16,120.47,34.53,95.28,129.14,98.78,35.79,71.46,130.43,88.9
1148,Banana - Lakatan,Fruit Crops,South Cotabato,REGION XII (SOCCSKSARGEN),19030.5,18706.98,18791.71,18469.04,18776.84,18332.84,18321.9,18365.61,18613.73,17663.69,16526.01,16437.22,17442.93,17310.42,16044.36,15944.1,16694.63,16998.83,15361.5,15505.64,16100.3,16663.97,15131.07,15195.53,14768.53,14842.54,12505.83,14381.7,15016.17,15137.09,13707.35,15161.22,14895.92,15609.37,13979.65,15537.47,14630.36,14625.98,14315.71,15115.71,15152.4,14187.2,14058.03,15493.6,14662.98,14007.02,13846.88,14563.98,14809.61,14421.62,14133.51,15643.17
1149,Banana - Lakatan,Fruit Crops,Southern Leyte,REGION VIII (EASTERN VISAYAS),190,175,1085,2190,182,184,1088,2016,178,180,1040,1956,150,188,635.25,1149.53,124.5,183.15,592.11,1083.41,118.45,168.5,571.24,1066.84,112.72,164.38,595.4,1072,113.12,165.4,598.36,1072.5,113.85,166.23,603.2,1078.36,113.98,168.5,545,1052.1,114.12,165.2,560,1060.3,114.85,167.3,572,980,38,99,332,880
1150,Banana - Lakatan,Fruit Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),1914.42,1296.49,1548.93,1181.32,1887.33,1050.83,1467.92,1119.75,2026.61,2080.11,2083.55,2080.53,2249.4,2990,2872.7,1775.84,1310.4,1802.37,2307.35,1783.54,1323.5,1728.47,2142.37,1788,1283.53,1581.2,1488.69,2135.33,862.28,1510.68,818.18,1996.24,937.99,1629.79,580.99,1391.58,701.8,1327.79,511.68,1251.86,557.08,1448.62,572,2165.34,732.29,1921.88,858,3147.11,725.83,2613.76,899.7,3006.81
1151,Banana - Lakatan,Fruit Crops,Sulu,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),180,280,250,500,160,270,240,450,145,260,210,350,150,240,180,290,135,225,183,299,115,205,188,304,100,180,176,280,103.29,181.32,174,260,100,185,175,270,98,186,178,265,100,180,177,270,106,182,178.2,272,105,185,175,265
1152,Banana - Lakatan,Fruit Crops,Surigao del Norte,REGION XIII (CARAGA),9.5,17,41.16,13,9,14.5,39.58,7,6,10,25,6,4.85,7.5,13.92,5.03,2.95,6.55,12.58,5.5,4.12,3.2,11,5.21,4.5,2.02,5.09,7.9,3.8,3.61,6.05,6.3,4.48,4.17,8.07,6.57,4.39,3.45,6.2,5.8,3.22,2.56,5.96,5.24,2.95,2.05,4.9,3.65,1.09,1.27,3.27,2.43
1153,Banana - Lakatan,Fruit Crops,Surigao del Sur,REGION XIII (CARAGA),1985,2589,2575,1680.2,1759.3,1895,2150.39,1525,1650,1750,2000,1650,1551,1700,2180,1700,1470,1690,2150,1900,1338,1250,2192.63,1808.46,1396.89,1307.49,2355.99,1898.1,1350.76,1353.45,2798.61,2008.2,1466.65,1533.46,2644.7,1904.58,1433.94,1495.5,2682.06,2475.95,1694.34,1820.25,3168.75,2325,1565.98,1821,3168.91,3169.55,1496.45,1909.61,4482.71,2719.95
1154,Banana - Lakatan,Fruit Crops,Tarlac,REGION III (CENTRAL LUZON),42.19,198.86,58.38,10.5,44.13,204.82,56.57,9.26,42.15,204.95,57.87,9.36,43.28,209.75,57.63,7.25,35.56,167.8,58.25,7.56,34.66,161.91,59.25,6.5,33.97,157.05,60.43,7.45,101.91,158,61.15,8.23,98.25,155.45,80.36,7.25,150,160,91.5,7.65,160,175,85.25,8.15,180.87,173,87.52,10.19,190.43,174,82.66,9.5
1155,Banana - Lakatan,Fruit Crops,Tawi-tawi,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),145.32,90,200.64,215.54,152.5,94.83,189.03,205.36,165.32,85.5,175.65,195.47,148.6,79.64,152.15,180.6,137.8,74.35,146.6,189,130.5,70.54,137.64,185,125,62.8,159.46,193.5,118,67.98,168.45,205,126,70.5,185,215,138,78.36,204.98,232,155.48,82.5,210.82,235,165,85.64,225.6,246,174,88.2,254,264
1156,Banana - Lakatan,Fruit Crops,Zambales,REGION III (CENTRAL LUZON),472.6,265.5,354.65,397.2,464.1,258,340,387.75,462.3,254.67,318.25,376.87,422.5,232.5,305.25,365.5,416.63,221.25,297,336,400,203,280,315,381.79,192.65,283.7,320.25,348.05,199.73,295.11,341.21,349.05,211.72,298.58,320.78,334.73,190.14,311.43,343.93,361.91,218.48,331.69,344.73,377.5,165.8,335.13,459.08,403.05,167.71,341.05,529.54
1157,Banana - Lakatan,Fruit Crops,Zamboanga Sibugay,REGION IX (ZAMBOANGA PENINSULA),446.16,643.23,702.85,1309.14,455.17,764.39,708.48,1401.44,445.75,780.14,726.33,1502.9,450.65,910.52,789.08,1549.79,409.65,906.49,1192.8,1286.5,397.15,873.56,1202.94,1152.02,376.26,871.3,1370.29,1350.17,448.94,950.62,1390.55,1368.82,581.57,988.93,1511.15,1551.95,780.93,1175.27,1980.39,1629.49,918.66,1007.94,2050.67,1688.82,932.73,1107,2662.37,1590.95,926.34,1087.94,2895.27,1574.29
1158,Banana - Lakatan,Fruit Crops,Zamboanga del Norte,REGION IX (ZAMBOANGA PENINSULA),5180.72,5106.48,10670.77,14293.3,4922.2,5582.91,7971.03,7452.11,4776.5,5719.63,6845.33,7111.45,4902.6,5895.14,6995.28,7289.24,5112.92,6080.84,7295.11,7580.81,5299.03,6236.5,8400.38,8165.11,5092.37,5460.05,8538.52,8318.61,4585.68,5619.49,9001.31,8324.81,4278.9,6048,9153.43,8182.15,4078.22,5588.96,9746.57,7886.77,3670.6,5600.92,10507.68,8925.3,3520.11,5769.03,10601.2,10114.86,4659.5,5878.64,10145.56,10082.8
1159,Banana - Lakatan,Fruit Crops,Zamboanga del Sur,REGION IX (ZAMBOANGA PENINSULA),1575.07,2084.47,2530.44,3107.63,1600,2875.05,2773.2,3658.11,1985.35,3727.15,2955.62,6735.86,2407.47,5990.57,3277.35,8811.26,2861.73,9811.73,3508.33,9051.57,2911.13,9951.26,3528.24,9095.16,2823.12,9901.18,3126.35,8640.4,3049.47,9903.28,3367.01,7959.17,3258.56,9517.08,3641.14,7313.98,3032.31,9231.08,3633,7673.83,3181.37,8629.21,3867.47,8210.2,3373.84,9890.59,4140.1,7822.68,3613.09,10606.66,3810.42,8623.72
1160,Banana - Latundan,Fruit Crops,Abra,CORDILLERA ADMINISTRATIVE REGION (CAR),28.97,42.6,57.8,95.87,28.4,43.4,55.2,93.2,28.6,43.9,55.88,94.3,27.8,44.68,66.4,98,36.84,51.4,68,94.16,45.59,56.2,65.97,86.6,44.25,54.8,70.33,55,45.96,55.6,71.46,61.4,44.96,56.64,60.25,52.86,42.8,54.84,60.96,55.42,43.54,53.34,62.22,53.8,42.89,52.66,59.96,51.2,43.6,51.51,61.24,53.2
1161,Banana - Latundan,Fruit Crops,Agusan del Norte,REGION XIII (CARAGA),3920,3912.32,4090.56,3500,3787.9,2801.61,3933.53,3430,3850,3141.17,3978.07,3635.24,3870.07,2524.95,3274,3804,3200,2714,2843.8,3684,3100,2650,2667.85,3010.2,3098.45,2523,2500,2950,3171,2615.22,2847,3236.74,2927,2669.67,2897,2980,2975,2998,2999,2995,2980,3015,2900,2890,3082.42,3190.96,3070.99,2995,2147.43,2941,2956.39,3045.47
1162,Banana - Latundan,Fruit Crops,Agusan del Sur,REGION XIII (CARAGA),5403.02,7037.94,5525.8,4318.35,4835.72,6985.13,5457.95,4161.1,5392.71,7056.96,5694.39,4037.95,3413.61,5899,4840.23,3393.5,3752.86,6340.66,6885.07,5252.04,4371.53,7192.84,7109.88,5653.91,5718,8105.7,8421.38,5782.27,5890.55,9195.15,9315.8,6955.95,5490,8723.95,8525.2,6192.49,5010.46,7646.85,7781.12,6296.92,4639.13,8796.48,8532,6569.51,5226.26,9147.02,8358.29,7157.09,4861.15,8784.34,8890.13,7112.7
1163,Banana - Latundan,Fruit Crops,Aklan,REGION VI (WESTERN VISAYAS),3623.81,4297,680.61,98.04,3629.62,4299.8,683.83,107.15,3631.54,4285.2,695.72,109.56,3626.18,3088.21,711.45,97.25,1096,995.1,995.65,94.31,1090.19,1045.12,997.18,95.08,1115.27,1015.14,998.65,97.31,1175.2,1075.07,1000.18,103.47,1196.13,1081.73,1024.18,106.3,1221.15,1098.45,1086.77,118.52,406.03,603.93,925.46,120.39,536.91,738.52,964.15,147.07,559.78,781.61,1094.6,127.59
1164,Banana - Latundan,Fruit Crops,Albay,REGION V (BICOL REGION),880,495,1102.5,915.07,915.2,455.4,1069.43,905,962.25,491.83,1122.9,977.4,1010.36,531.18,1235.19,1075.14,1070.98,568.36,617.6,860.11,878.2,565.69,662.93,925.52,816.9,650.54,702.71,990.31,612.68,605.24,751.9,1059.63,686.21,677.87,828.44,1159.76,775.82,652.79,847.58,983.59,605.14,587.83,775.62,793.07,491.45,523.95,664.43,1154.4,690.58,673.79,740.65,1336.84
1165,Banana - Latundan,Fruit Crops,Antique,REGION VI (WESTERN VISAYAS),333.38,697.17,455.69,1214.43,358.05,749.66,492.14,1315.7,372.37,766.9,503.57,1342.01,387.26,810.02,513.64,586.92,356.28,746.95,534.74,608.01,391.91,824.04,562.55,1002.7,389.32,796.15,507.7,1109.06,370.55,832,562.1,1211,388.62,705,576,1218,385.24,564,672,1254.54,380.25,631.68,651.84,1279.54,387.85,632.12,855.04,1324.73,385.94,629.54,844.9,1248.27
1166,Banana - Latundan,Fruit Crops,Apayao,CORDILLERA ADMINISTRATIVE REGION (CAR),545,690,925,266,540,760,870,258,528,780,800,295,686,1506.82,1199,266,301.15,1384,1567.58,252,325,1467,1488.65,240,330,1530,1742.4,45.5,101.41,226.29,1821.67,46.59,125,242.15,1760.55,38.98,69.28,108.68,1814.25,50.87,107.23,217.94,2358.52,57.21,120,172.12,2479.32,52,122.16,187.12,2430,40.57
1167,Banana - Latundan,Fruit Crops,Aurora,REGION III (CENTRAL LUZON),237,240,412,270,233.45,260.5,414,225,225.5,287.2,418,241.5,226.7,664,227.6,191,194.5,605,258,399,216,642,422,100,10.8,105,274.3,71,7.5,45,247,69.58,9.34,51,251,62.53,6.91,48,281.12,55.65,5.35,50.11,386.67,37.53,1.79,20,290.79,40.2,3.4,23.13,434.86,34.7
1168,Banana - Latundan,Fruit Crops,Basilan,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),72.05,1217.34,542.07,56.94,74.65,1249,557.15,58,77.75,1274,570.2,57,77,1252,558,60,79,1290,565,63,78,1225.5,550,60,75,1100,500,58,69,1155,525,60.9,77.32,1189.65,591.46,60,73.45,1169.85,569.87,64.32,73.4,1219.68,530.57,67.02,70.56,1223.35,540.49,68.29,72.25,1254.62,544.22,69.11
1169,Banana - Latundan,Fruit Crops,Bataan,REGION III (CENTRAL LUZON),20.2,11.7,95.25,26,19,11,94,23,20,10,90,22,21,11,85,21,22,12,91,33,23,13,133,34,22,14,136,34.5,23,15.72,154.65,38.53,27,15.92,144.76,41.35,27.29,16.49,161.38,49.74,27.13,17.69,168.62,49.84,25.58,16.49,183.21,55.53,26.79,17.25,199.6,56.61
1170,Banana - Latundan,Fruit Crops,Batanes,REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,13.23,33.19,5.23,12.87,13.53,33.58,5.87,3.57,8.67,22.23,2.5,4.15,7.58,14.85,1.25,1.4,5.35,12.1,1.45,0.32,0.25,1.15,0.4,0.28,0.35,1.2,0.45,0.8,0.15,1.22,0.5,0.83,0.15,1.25,0.83,1.05,0.15,0.75,1.15,0.06,0.09,0.38,0.78,0.08
1171,Banana - Latundan,Fruit Crops,Batangas,REGION IV-A (CALABARZON),1300,2850,3700,3673,1500,3050,3750,3600,1550,3100,4000,3500,1600,3150,4100,2700,1500,3225,3614.42,2500,1450,2450,3795.1,3198,1551.75,3353,4542.73,3329.12,1148.3,3436.82,5062.42,3567.82,1145,3350.9,5211.76,4317.06,1293.51,3852,4146.99,4050.27,905.5,3565.41,3939.56,3037.7,769.68,3467.79,2454.98,2843.77,720,3435.47,2695.45,2422.47
1172,Banana - Latundan,Fruit Crops,Benguet,CORDILLERA ADMINISTRATIVE REGION (CAR),58.55,37.18,37.8,62.65,59.25,37.2,38.5,58.2,56.28,35.34,37.92,56.75,57.41,35.78,39.5,57.6,58.27,36.5,41.29,60.48,65.85,43.85,39.18,50,58.82,42.75,38.5,42.01,50,42,37,41,46,39.5,29.25,35.19,44,40.25,32.5,40,47,35.5,37.69,32,47.38,43.02,38.53,33.96,45.62,45.62,42.55,38.84
1173,Banana - Latundan,Fruit Crops,Biliran,REGION VIII (EASTERN VISAYAS),804,655,803.6,943,805,655.5,803.9,943.5,806,655.7,803.95,943.55,807,655.6,803.75,377.5,468,529,730,340,455,600,732,342,456,602,760,346,465,650,740,308,298,620,724,302,304,582,700,297,220,440,550,260,195,520,620,290,247.53,590.79,710,365
1174,Banana - Latundan,Fruit Crops,Bohol,REGION VII (CENTRAL VISAYAS),1491.43,588,710,1935.63,1545.12,598.24,729.47,1990.53,1604.12,601.22,735.2,2045.69,2069.55,635.45,738.11,1243.45,1268.22,588.6,691.31,1218.63,1225.18,568.64,671.06,1183.22,1170.11,220.6,396.53,1254.35,1245.05,407.69,438.14,1380.03,1359.88,425.87,442.52,1567.02,1339.75,354.9,403.09,1504.32,1162.41,363.3,434.9,1506.5,1403.15,364.8,465.87,1973.27,63.28,46.25,217.72,505.71
1175,Banana - Latundan,Fruit Crops,Bukidnon,REGION X (NORTHERN MINDANAO),590,900,625,475,595,910,600,450,585,925,700,448,580,920,750,460,585,930,760,465,590,950,770,475,580,908,790,482,598,960,820,495,610,985,851,509,620,970,880,524,610,985.39,1051.93,572.47,738.57,1058.31,950,667.66,740,1109.03,892.62,696.39
1176,Banana - Latundan,Fruit Crops,Bulacan,REGION III (CENTRAL LUZON),845,1151,455,794,846.65,1186,469,784,863.5,1210,500,776,845,1232,530,753,815,1265,570,790,880,1328,670,835,795,1200,660,944,815,1225,665,945,820,1230,660,930,825,1300.48,832.99,1001.96,1250,1416.48,741.21,932,1240,1350,521.51,650.1,1681.11,1514,539.14,581
1177,Banana - Latundan,Fruit Crops,Cagayan,REGION II (CAGAYAN VALLEY),2027.34,13486.25,1820.06,695.34,1516.05,11823.45,2016.62,756.17,1975.67,14474.47,2320.81,908.61,2467.54,17887.55,2939.74,688.33,1929.47,16097.27,2846.56,758.97,2218.45,16523.64,2640.86,605.37,2184.92,17549.82,2696.04,264.03,77.06,10528.92,1941.14,290.4,250,17220.37,2299.05,158.33,103.5,13984.3,2106.62,170.99,248.1,15602.34,2965.4,159.51,244.77,15767.72,3079.36,163.91,202.09,15237.47,2965.82,142.16
1178,Banana - Latundan,Fruit Crops,Camarines Norte,REGION V (BICOL REGION),70,80,264,290,73,83,277,285,75,87,285,289,77,88,292,299.5,78.5,89.1,235,297.75,77.2,90.1,252.1,302.82,77.8,85.66,262.34,319.23,84.53,95.85,388.39,435.75,76.38,98.99,502.35,462.85,70.57,73.82,521.64,450.89,27.93,51.42,477.27,259.98,14.34,41.99,437.77,444.79,19.69,82.03,701.4,127.25
1179,Banana - Latundan,Fruit Crops,Camarines Sur,REGION V (BICOL REGION),1899.39,1795.81,2957.84,1343.52,1925.98,1739.6,2930.33,1367,1948.51,1761.87,2847.69,1385.18,1960.78,1807.85,2955.05,1378.25,1970.58,1837.86,2572.96,1239.74,1773.5,1764.35,2949.9,1307.93,1883.46,1696.42,3076.45,1322.58,1544.44,1387.58,2673.13,1220.61,1533.63,1555.34,3120.34,1311.18,1415.23,1349.26,2929.38,1388.15,1075.86,1095.6,2656.36,1139.28,380.13,870.34,1793.95,1256.51,450.97,1215.09,3216.32,1294.33
1180,Banana - Latundan,Fruit Crops,Camiguin,REGION X (NORTHERN MINDANAO),249.83,168.7,326.65,441.33,245.9,163.79,337.51,462.71,251.66,167.12,315.77,439.16,226.5,160.58,327.12,395.29,217.11,155.52,351.44,390.14,210.55,148.6,363.41,395.55,235.16,112.58,394.19,407.21,262.65,119.69,378.1,315.96,281.08,115.02,362.78,285.4,272.66,96.04,332.7,321.67,331.38,84.12,342.53,328.17,319.77,87.31,385.61,339.78,174.13,76.53,352.43,359.86
1181,Banana - Latundan,Fruit Crops,Capiz,REGION VI (WESTERN VISAYAS),364.26,589.93,338.15,585.99,368.81,592.48,371.9,605.26,379.14,609.52,374.69,609.59,381.87,610.1,378.44,442.58,23.75,37.5,83.26,94.74,41.56,135.08,143.2,160.8,44.88,151.03,146.06,164.3,47.3,154.21,147.52,165.98,49.96,159.04,150.05,169.25,56.5,164.37,202.56,229.57,55.68,184.17,235.98,267.65,72.38,269.72,248.49,281.64,75.94,280.41,253.7,298.08
1182,Banana - Latundan,Fruit Crops,Catanduanes,REGION V (BICOL REGION),20.36,41.9,135.09,12.25,22.57,40.2,129.6,12.22,21.75,41.75,128,11.8,23.35,43.12,131.2,12.1,24.4,45.4,125.82,11.3,22.48,48.1,130.2,12.4,22.88,52.84,134.43,12.04,16.59,42.35,115,9.43,19.33,47.12,118.42,9.6,18.86,44.01,123.11,8.73,18.4,41.11,120.77,5.44,1.82,8.65,53.38,3.92,2.81,15,99.09,6.03
1183,Banana - Latundan,Fruit Crops,Cavite,REGION IV-A (CALABARZON),400.12,520.45,1100,350,399.5,524.09,1144,364,400,525,1140,365,390,551.25,1174.2,372.3,330.91,543.09,1057.19,91.96,95.42,428,1170,143.46,328,390.87,1418.16,163.81,256.46,387.11,1464.71,156.48,241.51,361.21,1320.88,147.2,203.62,311.15,1303.31,150.31,152.99,221.58,1105.45,104.28,157.13,264.38,1100.73,95.68,172.53,265.17,1158.99,107.16
1184,Banana - Latundan,Fruit Crops,Cebu,REGION VII (CENTRAL VISAYAS),2091.57,2182,1904.36,2613.25,2382.93,2841.32,2393.97,3253.5,2803.76,2695,2488,3246.02,2750.45,2628.53,2445.56,3083.72,2740.85,2408.41,2389.31,4181.52,3146.5,2500.36,2855.64,4833.84,3286.95,2105.3,2803.95,6153.96,3210.69,2194.52,3084.34,6539.81,3345.22,2315.21,2975.77,6868.5,3238.64,2149.3,2835.03,6468,2998.62,2007.99,2803.27,6604.47,3150.22,1965,2887,6432,2205,1674,2678,7268
1185,Banana - Latundan,Fruit Crops,City of Davao,REGION XI (DAVAO REGION),2729.68,2315.62,1970.17,3275.35,2680.09,2318.23,2215.12,3407.86,2765.23,2755.65,2115.44,3248.37,2714.69,2830.05,2208.46,3346.85,2785.25,2832.5,2525.63,3385.69,2869.95,2790.53,2584.23,3420.41,2715.3,2650.5,2678.25,3452.36,2765.58,2658.79,2732.25,3798.86,2788.65,2723.63,2793.4,3639.45,2740.69,2724.95,2846.75,3689,2876.15,2804.95,2848.64,3978,2996.76,2905.92,2896.35,4170,3125.6,3025.75,2998.7,4250.5
1186,Banana - Latundan,Fruit Crops,City of Zamboanga,REGION IX (ZAMBOANGA PENINSULA),173.5,1490.5,2310.5,2438.4,174.3,1500.5,2356.71,2487.17,189,1538.01,2407.7,2495.75,219.24,1555.4,2506.64,2550.2,222.31,1648.72,2551.58,2670.5,231.6,1623.52,2520.96,2641.12,224.65,1261.47,2394.91,2609.43,241.39,1286.7,2536.93,2629,254.69,1375.35,2660.76,2694.89,265.34,1326.54,2689.23,2735.04,269.29,1346.31,2828.51,2846.91,282.21,1378.82,3006.88,2973.17,288.22,1404.91,3061,3091.09
1187,Banana - Latundan,Fruit Crops,Cotabato,REGION XII (SOCCSKSARGEN),8787.62,4596.11,8466.52,7182.97,8909.76,4949.09,8640.93,7269.88,9113.79,5030.25,8966.59,7313.5,9212.22,5111.24,9128.89,7402.94,9138.52,5170.53,9209.94,7608.74,9276.51,4978.19,9280.86,7805.81,8707.86,2456.84,8369.48,8701.92,8989.39,3070.07,8667.43,8861.6,9131.6,3145.65,9027.13,9143.93,8787.34,2646.21,8486.69,8095.87,8318.97,2583.12,7653.3,8565.43,7247.9,2289.23,7429.52,8120.16,6960.01,2070.15,6448.3,7878.18
1188,Banana - Latundan,Fruit Crops,Davao Occidental,REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.58,1326,1421.88,1016.79,709,1316.79,1395.7,931.2,776.36,1321.58,1463.81,976.64
1189,Banana - Latundan,Fruit Crops,Davao Oriental,REGION XI (DAVAO REGION),1367,1792.35,1935,1652,1562.75,1920,1940.22,1852,1732,1922.4,1980.07,1606.5,1485.6,1877.46,1975.36,1784.36,1584,2067,1983.23,1832,1605,1987,1993.57,1942,1586.74,1856,1975.87,1936.23,1589.02,1863,1978.43,1995.32,1592.17,1859,2003,1997.3,1593.49,1871,2058,2059.91,1696.43,1770.81,2011.84,2154.01,1732.76,1748.01,1999.49,2152.64,1727.18,1785.52,2106.99,2052.98
1190,Banana - Latundan,Fruit Crops,Davao de Oro,REGION XI (DAVAO REGION),530.46,2060.74,1828.88,1245.59,545.61,2091.65,1752.35,1269.88,584.11,2094.33,1753.18,1009.55,210.64,755.22,891.15,905.12,526.22,968.05,1315.21,1302.45,601.52,988.38,1381.67,1335.01,523.61,959.03,1403.77,1347.92,501.32,991.54,1359.64,1311.86,515.64,975.26,1328.98,1308.65,538,970.78,1321.13,1285.64,546.77,955.17,1587.64,1335.94,549.67,919.46,1591.37,1256.32,532.41,912.38,1570.08,1227.23
1191,Banana - Latundan,Fruit Crops,Davao del Norte,REGION XI (DAVAO REGION),1138.66,1325.37,925.71,784.11,1128.98,1341.27,880.71,822.61,1135.61,1398.16,912.59,815.31,1131.73,1396.38,978.62,821.69,1148.78,1426.33,1053.61,1092.38,1180.17,1406.54,1079.67,1048.58,1114.84,1355.18,1068.55,1097.06,1188.98,1380.39,1088.32,1069.19,1304.1,1381.64,1098.7,1060.15,1287.41,1304.14,1144.57,1053.47,1256.09,1270.42,1080.04,1151.61,1175.78,1162.53,1179.05,1125.7,1126.4,1133.57,1160.32,1206.98
